model,object,axis_unsigned_deg,axis_signed_deg,p_rev,radius_m,hinge_offset_frac,z_p
L2_2pi,capsulemachine/capsulemachine,47.908,47.908,0.9306,6.3718,0.1406,0.118
L2_2pi,capsulemachine/capsulemachine,72.211,72.211,0.9303,2.5244,0.1268,2.623
L2_2pi,capsulemachine/capsulemachine,33.433,33.433,0.9406,2.4217,0.1211,4.307
L2_2pi,capsulemachine/capsulemachine,13.039,13.039,0.9337,2.5459,0.1741,1.150
L2_2pi,capsulemachine/capsulemachine,47.090,132.910,0.9241,0.8949,0.0460,3.079
L2_2pi,capsulemachine/capsulemachine,52.766,127.234,0.8669,0.2934,0.0987,2.370
L2_2pi,capsulemachine/capsulemachine,73.182,73.182,0.9142,1.2291,0.0981,3.240
L2_2pi,capsulemachine/capsulemachine,31.816,148.184,0.9332,2.9142,0.0240,1.762
L2_2pi,capsulemachine/capsulemachine,74.401,74.401,0.9145,5.1017,0.0233,0.195
L2_2pi,capsulemachine/capsulemachine,52.708,52.708,0.9339,3.2183,0.3304,4.704
L2_2pi,capsulemachine/capsulemachine,89.329,90.671,0.9218,1.1588,0.3800,1.805
L2_2pi,capsulemachine/capsulemachine,15.204,164.796,0.9323,5.9174,0.0597,0.112
L2_2pi,capsulemachine/capsulemachine,66.112,66.112,0.9226,3.7590,0.0638,1.653
L2_2pi,capsulemachine/capsulemachine,10.619,10.619,0.8955,2.3627,0.2122,3.796
L2_2pi,scissors/scissors,69.218,69.218,0.9566,0.5163,0.1105,2.310
L2_2pi,scissors/scissors,80.511,99.489,0.9627,0.1595,0.0020,1.745
L2_2pi,scissors/scissors,87.351,92.649,0.9549,0.3511,0.0587,1.958
L2_2pi,scissors/scissors,67.467,67.467,0.9506,0.3717,0.1242,2.114
L2_2pi,scissors/scissors,37.511,37.511,0.9521,0.8205,0.0780,2.109
L2_2pi,scissors/scissors,74.068,74.068,0.9559,0.7747,0.0598,0.223
L2_2pi,scissors/scissors,42.949,42.949,0.9496,0.7251,0.0668,2.114
L2_2pi,scissors/scissors,70.328,70.328,0.9573,0.4613,0.0917,2.031
L2_2pi,scissors/scissors,86.217,86.217,0.9546,0.1368,0.0768,1.593
L2_2pi,scissors/scissors,59.494,120.506,0.9499,0.5922,0.0018,2.226
L2_2pi,scissors/scissors,41.489,138.511,0.9506,0.2112,0.0550,1.778
L2_2pi,scissors/scissors,63.057,116.943,0.9621,0.4424,0.0282,2.059
L2_2pi,scissors/scissors,59.338,59.338,0.9643,0.3765,0.0698,1.965
L2_2pi,scissors/scissors,77.748,77.748,0.9610,0.3355,0.0715,2.003
L2_2pi,scissors/scissors,86.172,93.828,0.9604,1.1693,0.0160,0.413
L2_2pi,scissors/scissors,60.788,119.212,0.9531,0.6077,0.0179,2.728
L2_2pi,scissors/scissors,22.279,157.721,0.9502,0.4886,0.0039,1.537
L2_2pi,scissors/scissors,39.611,39.611,0.9576,0.4545,0.0319,1.732
L2_2pi,scissors/scissors,17.689,17.689,0.9520,1.4780,0.1248,0.676
L2_2pi,scissors/scissors,23.409,23.409,0.9563,1.3293,0.0681,2.500
L2_2pi,scissors/scissors,52.610,52.610,0.9607,1.1186,0.0558,2.477
L2_2pi,scissors/scissors,50.488,50.488,0.9605,1.2257,0.0802,2.364
L2_2pi,scissors/scissors,46.907,46.907,0.9552,0.9789,0.0782,2.260
L2_2pi,scissors/scissors,8.945,8.945,0.9499,0.7370,0.1173,2.247
L2_2pi,scissors/scissors,38.172,38.172,0.9465,0.8285,0.1050,2.193
L2_2pi,scissors/scissors,10.961,10.961,0.9536,0.3083,0.0038,1.916
L2_2pi,scissors/scissors,41.725,41.725,0.9585,0.5822,0.0896,1.306
L2_2pi,scissors/scissors,48.875,48.875,0.9573,0.8921,0.1030,2.238
L2_2pi,scissors/scissors,9.620,9.620,0.9449,0.4959,0.1559,2.125
L2_2pi,scissors/scissors,20.520,20.520,0.9430,1.0261,0.0250,2.352
L2_2pi,scissors/scissors,12.314,12.314,0.9378,0.5592,0.0891,0.450
L2_2pi,waffleiron/waffleiron,29.638,29.638,0.9426,4.0814,0.1561,0.257
L2_2pi,waffleiron/waffleiron,75.144,75.144,0.9298,0.5373,0.2551,1.907
L2_2pi,waffleiron/waffleiron,29.604,29.604,0.9482,3.1913,0.2064,0.619
L2_2pi,waffleiron/waffleiron,84.621,95.379,0.9463,0.5073,0.2758,1.492
L2_2pi,waffleiron/waffleiron,86.600,93.400,0.9340,0.4770,0.3618,2.258
L2_2pi,waffleiron/waffleiron,11.621,168.379,0.9447,0.6603,0.3585,1.451
L2_2pi,waffleiron/waffleiron,43.954,43.954,0.9583,1.7648,0.1004,1.492
L2_2pi,waffleiron/waffleiron,27.218,152.782,0.9283,0.4046,0.2360,1.742
L2_2pi,waffleiron/waffleiron,53.153,53.153,0.9564,4.1541,0.0485,0.144
L2_2pi,waffleiron/waffleiron,48.868,131.132,0.9241,0.3447,0.1615,1.784
L2_2pi,waffleiron/waffleiron,40.253,40.253,0.9371,2.0338,0.0336,1.222
L2_2pi,waffleiron/waffleiron,81.968,98.032,0.9341,0.6307,0.3033,1.941
L2_2pi,waffleiron/waffleiron,35.765,144.235,0.9460,0.9267,0.0299,1.201
L2_2pi,waffleiron/waffleiron,32.454,32.454,0.9217,0.4964,0.0697,1.689
L2_2pi,waffleiron/waffleiron,38.665,38.665,0.9020,2.1255,0.0092,0.720
L2_2pi,waffleiron/waffleiron,72.086,72.086,0.9514,0.8034,0.1702,1.209
L2_2pi,waffleiron/waffleiron,87.004,87.004,0.9332,1.7674,0.0073,0.838
L2_2pi,waffleiron/waffleiron,44.445,135.555,0.9319,0.8769,0.5173,1.987
L2_2pi,laptop/laptop,1.451,1.451,0.9477,4.7249,0.2992,0.103
L2_2pi,laptop/laptop,0.653,0.653,0.9489,5.1348,0.3675,0.101
L2_2pi,laptop/laptop,4.945,4.945,0.9448,3.2343,0.1715,0.312
L2_2pi,laptop/laptop,10.401,10.401,0.9430,1.8917,0.1485,3.335
L2_2pi,laptop/laptop,10.632,10.632,0.9530,4.1578,0.1830,0.108
L2_2pi,laptop/laptop,21.830,21.830,0.9387,1.9748,0.1188,3.497
L2_2pi,laptop/laptop,2.191,2.191,0.9472,3.0582,0.2083,0.455
L2_2pi,laptop/laptop,15.542,15.542,0.9492,4.0821,0.1609,0.241
L2_2pi,laptop/laptop,7.742,7.742,0.9346,2.7965,0.1535,3.914
L2_2pi,laptop/laptop,4.405,4.405,0.9505,4.1388,0.1697,0.239
L2_2pi,laptop/laptop,1.360,1.360,0.9463,3.3084,0.2330,0.321
L2_2pi,laptop/laptop,8.728,8.728,0.9429,1.6632,0.1866,3.268
L2_2pi,laptop/laptop,12.797,12.797,0.9388,4.1182,0.1904,0.266
L2_2pi,laptop/laptop,1.798,1.798,0.9397,3.2582,0.1980,0.321
L2_2pi,laptop/laptop,8.486,8.486,0.9478,1.4265,0.1500,2.891
L2_2pi,laptop/laptop,24.485,24.485,0.9478,3.5813,0.1427,0.459
L2_2pi,laptop/laptop,6.640,6.640,0.9468,4.4527,0.2177,0.150
L2_2pi,box/box,56.669,56.669,0.9464,4.9786,0.0203,0.102
L2_2pi,box/box,3.008,3.008,0.9408,1.1474,0.2308,1.458
L2_2pi,box/box,15.308,15.308,0.9481,0.8728,0.1324,2.391
L2_2pi,box/box,2.561,2.561,0.9269,1.3072,0.1477,1.324
L2_2pi,box/box,30.578,30.578,0.9452,1.9800,0.2441,3.015
L2_2pi,box/box,17.591,17.591,0.9485,3.3862,0.1738,0.137
L2_2pi,box/box,37.118,37.118,0.9540,1.3298,0.0849,2.609
L2_2pi,box/box,28.866,28.866,0.9469,5.0082,0.1726,0.102
L2_2pi,box/box,7.116,7.116,0.9524,2.8941,0.2476,0.578
L2_2pi,box/box,5.964,5.964,0.9400,0.9486,0.2614,1.548
L2_2pi,box/box,18.157,18.157,0.9476,0.7953,0.0632,2.297
L2_2pi,notebook/notebook,26.478,153.522,0.9337,0.9165,0.0413,2.345
L2_2pi,notebook/notebook,19.217,160.783,0.9376,1.1546,0.0019,2.106
L2_2pi,notebook/notebook,55.949,124.051,0.9402,0.8525,0.1019,2.644
L2_2pi,notebook/notebook,63.259,116.741,0.9417,1.0222,0.0779,2.558
L2_2pi,notebook/notebook,58.392,121.608,0.9567,0.2264,0.0810,0.708
L2_2pi,notebook/notebook,33.334,146.666,0.9422,1.1089,0.0002,2.705
L2_2pi,notebook/notebook,24.916,24.916,0.9453,1.3305,0.1138,2.312
L2_2pi,notebook/notebook,57.519,122.481,0.9306,1.0085,0.0142,2.439
L2_2pi,notebook/notebook,25.509,25.509,0.9517,1.3184,0.1197,2.475
L2_2pi,notebook/notebook,36.514,143.486,0.9474,1.3318,0.0168,2.596
L2_2pi,notebook/notebook,28.159,28.159,0.9469,1.4367,0.1038,2.277
L2_2pi,notebook/notebook,50.220,129.780,0.9448,0.9242,0.0403,2.726
L2_2pi,notebook/notebook,53.012,126.988,0.9409,1.2710,0.0926,2.774
L2_2pi,notebook/notebook,73.382,73.382,0.9488,0.1207,0.1771,1.619
L2_2pi,notebook/notebook,28.252,151.748,0.9443,0.9012,0.0075,2.039
L2_2pi,notebook/notebook,35.518,35.518,0.9424,0.0626,0.0072,1.444
L2_2pi,notebook/notebook,47.479,47.479,0.9686,0.7621,0.0699,1.108
L2_2pi,notebook/notebook,12.642,12.642,0.9505,1.1355,0.1367,2.447
L2_2pi,notebook/notebook,22.003,157.997,0.9452,0.9775,0.0031,1.972
L2_2pi,notebook/notebook,56.982,56.982,0.9472,0.5369,0.1137,1.526
L2_2pi,phone/phone,22.258,22.258,0.9363,0.3287,0.1004,1.404
L2_2pi,phone/phone,30.477,30.477,0.9239,2.2295,0.0264,1.162
L2_2pi,phone/phone,8.824,8.824,0.9323,0.8069,0.0219,1.142
L2_2pi,phone/phone,61.108,61.108,0.9621,1.9904,0.0059,0.767
L2_2pi,phone/phone,19.835,19.835,0.9252,0.6422,0.1280,1.747
L2_2pi,phone/phone,80.886,99.114,0.9485,1.7857,0.0220,0.902
L2_2pi,phone/phone,14.720,14.720,0.9359,1.2445,0.0572,0.804
L2_2pi,phone/phone,27.568,152.432,0.9418,2.4022,0.1730,1.286
L2_2pi,phone/phone,21.299,21.299,0.9475,1.3989,0.0907,2.523
L2_2pi,phone/phone,31.056,31.056,0.9292,2.2194,0.0304,1.276
L2_2pi,phone/phone,77.745,77.745,0.9534,0.9103,0.1030,2.315
L2_2pi,phone/phone,49.836,49.836,0.9348,1.5195,0.1068,1.307
L2_2pi,phone/phone,24.822,24.822,0.9444,0.6334,0.1311,2.054
L2_2pi,phone/phone,26.414,26.414,0.9434,3.4456,0.0453,0.486
L2_2pi,phone/phone,19.510,19.510,0.9477,1.3753,0.1191,2.619
L2_2pi,phone/phone,79.270,79.270,0.9450,2.9245,0.0494,0.453
L2_2pi,laptop/laptop,2.760,2.760,0.9453,2.7981,0.1685,0.558
L2_2pi,laptop/laptop,9.091,9.091,0.9419,1.6051,0.1751,3.328
L2_2pi,laptop/laptop,30.006,30.006,0.9441,0.3310,0.1521,1.947
L2_2pi,laptop/laptop,32.382,32.382,0.9405,5.3019,0.1332,0.115
L2_2pi,laptop/laptop,9.825,9.825,0.9442,1.5622,0.1432,2.878
L2_2pi,laptop/laptop,4.342,4.342,0.9154,1.8383,0.1104,0.606
L2_2pi,laptop/laptop,9.114,9.114,0.9429,1.5121,0.1834,2.944
L2_2pi,laptop/laptop,8.732,8.732,0.9433,2.8484,0.1549,0.424
L2_2pi,laptop/laptop,2.932,2.932,0.9469,2.1197,0.1442,3.530
L2_2pi,laptop/laptop,17.031,17.031,0.9466,3.8948,0.2842,0.160
L2_2pi,laptop/laptop,18.868,18.868,0.9422,3.1299,0.3196,0.332
L2_2pi,laptop/laptop,9.796,9.796,0.9428,1.2002,0.1038,2.468
L2_2pi,laptop/laptop,2.870,2.870,0.9485,2.8727,0.1760,0.382
L2_2pi,laptop/laptop,7.812,7.812,0.9407,1.8988,0.1760,3.401
L2_2pi,microwave/microwave,29.350,29.350,0.9605,0.5853,0.0383,1.376
L2_2pi,microwave/microwave,86.618,93.382,0.9545,0.4280,0.0993,2.255
L2_2pi,microwave/microwave,33.882,33.882,0.9524,0.4253,0.0516,1.513
L2_2pi,microwave/microwave,73.238,106.762,0.9468,0.5749,0.0392,2.216
L2_2pi,microwave/microwave,65.204,114.796,0.9605,0.1589,0.0560,1.463
L2_2pi,microwave/microwave,39.422,39.422,0.9452,0.7659,0.0389,1.181
L2_2pi,microwave/microwave,77.323,102.677,0.9592,0.6118,0.0621,2.019
L2_2pi,microwave/microwave,25.980,25.980,0.9641,0.3612,0.0956,1.403
L2_2pi,microwave/microwave,71.097,108.903,0.9604,0.7104,0.0139,2.289
L2_2pi,microwave/microwave,33.302,33.302,0.9524,0.5875,0.0039,1.554
L2_2pi,microwave/microwave,85.226,94.774,0.9585,0.6908,0.0084,2.289
L2_2pi,microwave/microwave,29.851,29.851,0.9674,0.4220,0.0820,1.600
L2_2pi,microwave/microwave,86.059,93.941,0.9605,0.5522,0.0649,2.219
L2_2pi,microwave/microwave,45.333,45.333,0.9484,0.3166,0.0907,1.778
L2_2pi,microwave/microwave,74.129,105.871,0.9493,0.1489,0.1037,1.788
L2_2pi,microwave/microwave,40.799,40.799,0.9461,0.5179,0.1309,0.982
L2_2pi,microwave/microwave,71.499,108.501,0.9596,0.1901,0.2501,1.587
L2_2pi,microwave/microwave,35.087,35.087,0.9520,0.3716,0.1133,1.138
L2_2pi,microwave/microwave,75.044,104.956,0.9458,0.5236,0.0847,2.212
L2_2pi,microwave/microwave,47.744,132.256,0.9591,0.3033,0.0647,1.758
L2_2pi,microwave/microwave,31.930,31.930,0.9592,0.5630,0.0410,1.405
L2_2pi,microwave/microwave,87.333,92.667,0.9553,0.5365,0.0606,2.123
L2_2pi,microwave/microwave,31.223,31.223,0.9591,0.5636,0.0093,1.408
L2_2pi,microwave/microwave,81.828,98.172,0.9556,0.6656,0.0349,2.160
L2_2pi,microwave/microwave,35.270,35.270,0.9626,0.6877,0.0083,1.378
L2_2pi,microwave/microwave,88.759,91.241,0.9707,0.3187,0.0689,1.873
L2_2pi,microwave/microwave,19.664,19.664,0.9624,0.4725,0.0565,1.457
L2_2pi,microwave/microwave,74.727,105.273,0.9678,0.4055,0.0662,1.918
L2_2pi,microwave/microwave,74.920,74.920,0.9331,0.8639,0.0575,1.164
L2_2pi,microwave/microwave,54.871,125.129,0.9438,0.1331,0.0447,1.719
L2_2pi,microwave/microwave,81.766,98.234,0.9539,0.5769,0.0324,2.131
L2_2pi,notebook/notebook,79.813,100.187,0.9327,0.7542,0.0388,1.916
L2_2pi,notebook/notebook,86.349,93.651,0.9477,0.8686,0.0319,2.186
L2_2pi,notebook/notebook,63.015,116.985,0.9402,1.3173,0.2978,2.248
L2_2pi,notebook/notebook,69.612,110.388,0.9460,0.2316,0.1576,1.433
L2_2pi,notebook/notebook,86.340,86.340,0.9381,0.9057,0.2009,2.201
L2_2pi,notebook/notebook,44.970,44.970,0.9492,0.3900,0.1542,1.981
L2_2pi,notebook/notebook,81.061,98.939,0.9480,1.3408,0.2365,2.189
L2_2pi,notebook/notebook,11.546,168.454,0.9290,0.8404,0.0238,1.920
L2_2pi,notebook/notebook,5.346,5.346,0.9536,1.4010,0.1089,2.309
L2_2pi,notebook/notebook,49.512,130.488,0.9441,1.2984,0.1981,1.992
L2_2pi,notebook/notebook,59.702,59.702,0.9479,0.1738,0.3215,1.724
L2_2pi,notebook/notebook,66.187,66.187,0.9531,1.5252,0.0589,2.313
L2_2pi,notebook/notebook,62.142,62.142,0.9518,1.6435,0.0788,2.239
L2_2pi,notebook/notebook,78.899,101.101,0.9502,0.8283,0.0151,2.271
L2_2pi,notebook/notebook,25.025,25.025,0.9440,1.5109,0.1013,2.445
L2_2pi,notebook/notebook,48.064,131.936,0.9436,1.1971,0.3473,2.157
L2_2pi,phone/phone,46.120,46.120,0.9472,1.7607,0.1218,2.656
L2_2pi,phone/phone,65.913,65.913,0.9369,1.1437,0.1705,0.653
L2_2pi,phone/phone,85.252,85.252,0.9455,1.3556,0.1587,2.330
L2_2pi,phone/phone,73.269,73.269,0.9359,1.9369,0.0924,1.351
L2_2pi,phone/phone,62.291,117.709,0.9270,1.4174,0.1267,2.404
L2_2pi,phone/phone,43.498,43.498,0.9469,2.2470,0.0051,1.046
L2_2pi,phone/phone,27.730,27.730,0.9575,0.7912,0.1448,1.777
L2_2pi,phone/phone,51.365,51.365,0.9280,1.5549,0.0451,1.133
L2_2pi,phone/phone,33.107,33.107,0.9436,1.6713,0.1069,2.649
L2_2pi,phone/phone,74.630,105.370,0.9359,1.7347,0.0628,1.314
L2_2pi,phone/phone,28.486,28.486,0.9398,0.8708,0.1297,1.838
L2_2pi,phone/phone,80.261,99.739,0.9263,1.8383,0.0561,1.404
L2_2pi,phone/phone,25.280,25.280,0.9463,0.8213,0.1356,1.811
L2_2pi,phone/phone,68.240,68.240,0.9380,0.7649,0.0866,2.120
L2_2pi,phone/phone,3.303,3.303,0.9437,1.8163,0.1462,2.657
L2_2pi,phone/phone,36.889,36.889,0.9403,0.9088,0.1130,1.659
L2_2pi,phone/phone,17.712,17.712,0.9459,1.6949,0.1271,2.404
L2_2pi,phone/phone,68.908,111.092,0.9445,1.2725,0.0310,1.006
L2_2pi,espressomachine/espressomachine,49.912,130.088,0.9451,2.5160,0.0697,4.286
L2_2pi,espressomachine/espressomachine,57.626,122.374,0.9519,1.4153,0.0667,1.976
L2_2pi,espressomachine/espressomachine,48.312,131.688,0.9478,2.5038,0.0453,4.479
L2_2pi,espressomachine/espressomachine,58.023,121.977,0.9520,1.9137,0.0543,1.471
L2_2pi,espressomachine/espressomachine,46.865,133.135,0.9403,2.2333,0.0844,3.818
L2_2pi,espressomachine/espressomachine,60.216,119.784,0.9606,5.1228,0.0679,0.117
L2_2pi,espressomachine/espressomachine,53.041,126.959,0.9410,2.1664,0.0734,3.616
L2_2pi,espressomachine/espressomachine,60.313,119.687,0.9480,5.1556,0.0898,0.124
L2_2pi,espressomachine/espressomachine,51.325,128.675,0.9420,2.3641,0.1006,3.895
L2_2pi,espressomachine/espressomachine,63.160,116.840,0.9564,4.1388,0.0332,0.266
L2_2pi,espressomachine/espressomachine,51.158,128.842,0.9447,2.6895,0.1243,4.270
L2_2pi,espressomachine/espressomachine,63.573,116.427,0.9471,1.9219,0.0675,1.708
L2_2pi,espressomachine/espressomachine,51.311,128.689,0.9465,2.3963,0.1446,4.010
L2_2pi,espressomachine/espressomachine,61.294,118.706,0.9482,1.9157,0.0852,1.515
L2_2pi,espressomachine/espressomachine,51.243,128.757,0.9544,2.2441,0.0411,4.351
L2_2pi,espressomachine/espressomachine,49.886,130.114,0.9552,1.2799,0.0289,1.915
L2_2pi,espressomachine/espressomachine,52.134,127.866,0.9498,2.7758,0.1692,4.343
L2_2pi,espressomachine/espressomachine,61.302,118.698,0.9520,1.9425,0.0891,1.374
L2_2pi,espressomachine/espressomachine,50.748,129.252,0.9446,2.2149,0.1332,3.926
L2_2pi,espressomachine/espressomachine,64.506,115.494,0.9499,3.0329,0.0733,0.774
L2_2pi,espressomachine/espressomachine,52.822,127.178,0.9493,2.6635,0.1724,4.377
L2_2pi,espressomachine/espressomachine,57.659,122.341,0.9527,1.6496,0.0653,1.727
L2_2pi,espressomachine/espressomachine,49.322,130.678,0.9491,2.2469,0.1476,3.838
L2_2pi,espressomachine/espressomachine,57.459,122.541,0.9531,1.8784,0.0045,1.684
L2_2pi,espressomachine/espressomachine,50.182,129.818,0.9482,2.1525,0.0724,3.664
L2_2pi,espressomachine/espressomachine,61.506,118.494,0.9574,3.7634,0.0096,0.617
L2_2pi,espressomachine/espressomachine,53.977,126.023,0.9512,2.5303,0.1793,4.144
L2_2pi,espressomachine/espressomachine,61.539,118.461,0.9500,4.1584,0.0143,0.219
L2_2pi,espressomachine/espressomachine,52.479,127.521,0.9513,2.4369,0.1892,4.051
L2_2pi,espressomachine/espressomachine,51.033,128.967,0.9542,1.4521,0.0677,1.769
L2_2pi,espressomachine/espressomachine,57.389,122.611,0.9504,2.2696,0.1569,3.577
L2_2pi,espressomachine/espressomachine,63.940,116.060,0.9544,1.3617,0.1138,2.193
L2_2pi,espressomachine/espressomachine,51.540,128.460,0.9473,2.5983,0.1765,4.159
L2_2pi,espressomachine/espressomachine,59.286,120.714,0.9524,1.6058,0.0772,1.737
L2_2pi,espressomachine/espressomachine,51.605,128.395,0.9447,2.5687,0.1604,4.262
L2_2pi,espressomachine/espressomachine,49.923,130.077,0.9554,2.0429,0.0418,1.112
L2_2pi,espressomachine/espressomachine,51.270,128.730,0.9502,2.0735,0.0843,3.719
L2_2pi,espressomachine/espressomachine,52.925,127.075,0.9490,2.1156,0.0900,3.506
L2_2pi,espressomachine/espressomachine,61.769,118.231,0.9484,1.7615,0.0741,1.708
L2_2pi,espressomachine/espressomachine,53.916,126.084,0.9433,2.5522,0.1934,4.290
L2_2pi,phone/phone,19.735,19.735,0.9474,1.5135,0.0941,2.538
L2_2pi,phone/phone,8.896,8.896,0.9488,2.7500,0.1280,1.026
L2_2pi,phone/phone,23.383,23.383,0.9473,0.6885,0.1172,1.795
L2_2pi,phone/phone,27.011,27.011,0.9502,2.2296,0.0948,1.136
L2_2pi,phone/phone,30.859,30.859,0.9530,0.6319,0.1345,1.507
L2_2pi,phone/phone,13.928,13.928,0.9499,3.4638,0.1363,0.203
L2_2pi,phone/phone,2.008,2.008,0.9491,1.1469,0.1227,2.339
L2_2pi,phone/phone,28.390,28.390,0.9360,2.1159,0.0764,1.368
L2_2pi,phone/phone,31.272,31.272,0.9414,0.5954,0.1230,1.998
L2_2pi,phone/phone,19.633,19.633,0.9489,2.0095,0.1099,1.636
L2_2pi,phone/phone,2.517,2.517,0.9492,1.3726,0.1337,2.486
L2_2pi,phone/phone,50.707,50.707,0.9527,2.4551,0.0690,0.681
L2_2pi,phone/phone,25.500,25.500,0.9504,1.6977,0.1090,2.682
L2_2pi,phone/phone,33.444,33.444,0.9481,2.3503,0.1091,0.990
L2_2pi,phone/phone,19.502,19.502,0.9508,0.7080,0.1283,1.861
L2_2pi,phone/phone,13.300,13.300,0.9445,2.4570,0.1018,0.936
L2_2pi,phone/phone,11.634,11.634,0.9488,1.5258,0.1311,2.612
L2_2pi,phone/phone,36.328,36.328,0.9489,2.1280,0.1158,1.424
L2_2pi,phone/phone,16.135,16.135,0.9451,0.8841,0.1036,2.052
L2_2pi,phone/phone,31.918,31.918,0.9503,2.7226,0.0124,0.766
L2_2pi,phone/phone,17.787,17.787,0.9340,0.7825,0.1258,2.005
L2_2pi,phone/phone,24.978,24.978,0.9466,2.4620,0.0946,0.997
L2_2pi,phone/phone,28.377,28.377,0.9431,0.4976,0.1073,1.802
L2_2pi,phone/phone,34.256,34.256,0.9444,2.3262,0.0503,0.675
L2_2pi,phone/phone,17.498,17.498,0.9475,1.4749,0.1251,2.567
L2_2pi,phone/phone,54.897,54.897,0.9482,2.0984,0.0599,1.108
L2_2pi,phone/phone,22.610,22.610,0.9381,0.6854,0.0854,1.986
L2_2pi,phone/phone,51.762,51.762,0.9473,1.8751,0.1205,1.143
L2_2pi,phone/phone,33.098,33.098,0.9470,1.4699,0.1205,2.476
L2_2pi,phone/phone,23.677,23.677,0.9416,2.0729,0.0747,1.262
L2_2pi,phone/phone,23.301,23.301,0.9355,0.2075,0.0454,1.962
L2_2pi,phone/phone,43.278,43.278,0.9344,2.2957,0.1073,1.179
L2_2pi,phone/phone,20.303,20.303,0.9353,0.9016,0.1288,2.375
L2_2pi,phone/phone,48.176,48.176,0.9433,1.8011,0.0279,0.846
L2_2pi,scissors/scissors,74.985,74.985,0.9507,0.7065,0.0470,2.563
L2_2pi,scissors/scissors,13.138,13.138,0.9410,3.8477,0.0248,0.103
L2_2pi,scissors/scissors,17.873,17.873,0.9502,0.7703,0.0608,2.361
L2_2pi,scissors/scissors,86.113,86.113,0.9523,2.9737,0.0122,0.102
L2_2pi,scissors/scissors,42.535,42.535,0.9526,0.3568,0.0834,2.045
L2_2pi,scissors/scissors,63.313,63.313,0.9574,0.5823,0.1097,1.266
L2_2pi,scissors/scissors,84.708,95.292,0.9637,1.1751,0.0268,1.346
L2_2pi,scissors/scissors,33.820,33.820,0.9528,0.1925,0.0245,1.916
L2_2pi,scissors/scissors,30.401,30.401,0.9393,0.0543,0.0675,2.082
L2_2pi,scissors/scissors,75.504,75.504,0.9537,0.4126,0.0376,2.110
L2_2pi,scissors/scissors,15.423,15.423,0.9546,0.6690,0.0571,1.212
L2_2pi,scissors/scissors,9.327,9.327,0.9494,0.2239,0.0156,1.967
L2_2pi,scissors/scissors,44.768,44.768,0.9647,0.3805,0.0287,2.208
L2_2pi,scissors/scissors,22.920,22.920,0.9448,0.5344,0.0460,2.207
L2_2pi,scissors/scissors,89.580,90.420,0.9499,1.0981,0.0326,1.351
L2_2pi,scissors/scissors,21.474,21.474,0.9491,0.4597,0.0178,1.453
L2_2pi,scissors/scissors,16.914,16.914,0.9522,0.2636,0.1444,2.078
L2_2pi,scissors/scissors,38.236,38.236,0.9426,0.4700,0.0104,2.250
L2_2pi,scissors/scissors,50.961,50.961,0.9483,0.7547,0.0306,2.433
L2_2pi,scissors/scissors,66.560,66.560,0.9453,1.1076,0.0374,0.358
L2_2pi,scissors/scissors,19.904,19.904,0.9516,1.1590,0.0440,0.629
L2_2pi,scissors/scissors,25.444,25.444,0.9475,0.5425,0.1530,2.368
L2_2pi,scissors/scissors,27.346,27.346,0.9511,0.6244,0.0692,2.513
L2_2pi,scissors/scissors,46.128,46.128,0.9557,0.9342,0.0117,2.709
L2_2pi,scissors/scissors,35.387,35.387,0.9576,0.6773,0.0321,2.330
L2_2pi,scissors/scissors,34.552,34.552,0.9510,0.3350,0.0567,2.153
L2_2pi,scissors/scissors,43.807,43.807,0.9478,0.3822,0.0579,2.111
L2_2pi,scissors/scissors,80.674,80.674,0.9555,4.0636,0.0200,0.107
L2_2pi,scissors/scissors,34.312,34.312,0.9588,0.0725,0.0173,2.023
L2_2pi,scissors/scissors,12.369,12.369,0.9423,0.3985,0.0216,2.239
L2_2pi,scissors/scissors,38.710,38.710,0.9572,0.4106,0.0245,1.423
L2_2pi,scissors/scissors,16.423,16.423,0.9423,0.1273,0.0263,1.959
L2_2pi,scissors/scissors,19.040,19.040,0.9506,0.3059,0.0001,2.133
L2_2pi,scissors/scissors,21.911,21.911,0.9551,0.2566,0.0283,1.589
L2_2pi,scissors/scissors,25.542,25.542,0.9567,0.1576,0.0011,1.825
L2_2pi,scissors/scissors,16.097,16.097,0.9338,2.7482,0.0655,0.125
L2_2pi,scissors/scissors,42.907,42.907,0.9546,0.2327,0.0052,1.796
L2_2pi,scissors/scissors,29.832,29.832,0.9527,0.4938,0.0255,2.242
L2_2pi,scissors/scissors,19.170,19.170,0.9364,3.5749,0.0382,0.110
L2_2pi,scissors/scissors,19.093,19.093,0.9424,0.4190,0.0143,2.176
L2_2pi,scissors/scissors,22.687,22.687,0.9324,3.0421,0.0511,0.173
L2_2pi,scissors/scissors,10.367,10.367,0.9471,0.4650,0.0586,2.298
L2_2pi,scissors/scissors,16.988,16.988,0.9606,0.4419,0.0492,2.292
L2_2pi,scissors/scissors,17.054,17.054,0.9438,0.7896,0.0197,1.529
L2_2pi,scissors/scissors,17.311,17.311,0.9592,0.2537,0.0584,2.006
L2_2pi,scissors/scissors,25.652,25.652,0.9625,0.6689,0.0185,2.431
L2_2pi,scissors/scissors,22.867,22.867,0.9561,0.1453,0.0198,1.918
L2_2pi,scissors/scissors,79.897,79.897,0.9611,4.0368,0.0354,0.126
